Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Marvin Mims Jr. (40470354),Marvin Mims Jr.,40470354,WR/FLEX,3900,DAL@DEN 10/26/2025 04:25PM ET,DEN,8.57
WR,Elic Ayomanor (40470356),Elic Ayomanor,40470356,WR/FLEX,3900,TEN@IND 10/26/2025 04:25PM ET,TEN,7.64
WR,Luther Burden III (40470360),Luther Burden III,40470360,WR/FLEX,3800,CHI@BAL 10/26/2025 01:00PM ET,CHI,6.47
WR,Jalen Coker (40470358),Jalen Coker,40470358,WR/FLEX,3800,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
WR,DeMario Douglas (40470362),DeMario Douglas,40470362,WR/FLEX,3800,CLE@NE 10/26/2025 01:00PM ET,NE,5.31
TE,Hunter Henry (40470674),Hunter Henry,40470674,TE/FLEX,3800,CLE@NE 10/26/2025 01:00PM ET,NE,10.43
DST,Colts  (40470870),Colts ,40470870,DST,3800,TEN@IND 10/26/2025 04:25PM ET,IND,8.86
WR,Malik Washington (40470368),Malik Washington,40470368,WR/FLEX,3700,MIA@ATL 10/26/2025 01:00PM ET,MIA,6.14
WR,Xavier Hutchinson (40470364),Xavier Hutchinson,40470364,WR/FLEX,3700,SF@HOU 10/26/2025 01:00PM ET,HOU,6.3
TE,Theo Johnson (40470676),Theo Johnson,40470676,TE/FLEX,3700,NYG@PHI 10/26/2025 01:00PM ET,NYG,9.03
WR,Kameron Johnson (40470366),Kameron Johnson,40470366,WR/FLEX,3700,TB@NO 10/26/2025 04:05PM ET,TB,2.34
TE,Mark Andrews (40470678),Mark Andrews,40470678,TE/FLEX,3600,CHI@BAL 10/26/2025 01:00PM ET,BAL,8.47
WR,Joshua Palmer (40470374),Joshua Palmer,40470374,WR/FLEX,3600,BUF@CAR 10/26/2025 01:00PM ET,BUF,6.23
WR,Andrei Iosivas (40470372),Andrei Iosivas,40470372,WR/FLEX,3600,NYJ@CIN 10/26/2025 01:00PM ET,CIN,4.07
DST,Patriots  (40470871),Patriots ,40470871,DST,3600,CLE@NE 10/26/2025 01:00PM ET,NE,9.29
WR,Ryan Flournoy (40470370),Ryan Flournoy,40470370,WR/FLEX,3600,DAL@DEN 10/26/2025 04:25PM ET,DAL,5.2
DST,Falcons  (40470872),Falcons ,40470872,DST,3500,MIA@ATL 10/26/2025 01:00PM ET,ATL,7
WR,Curtis Samuel (40470378),Curtis Samuel,40470378,WR/FLEX,3500,BUF@CAR 10/26/2025 01:00PM ET,BUF,6.25
TE,Mason Taylor (40470680),Mason Taylor,40470680,TE/FLEX,3500,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,6.69
WR,Jayden Higgins (40470376),Jayden Higgins,40470376,WR/FLEX,3500,SF@HOU 10/26/2025 01:00PM ET,HOU,4.52
WR,Jaylin Noel (40470380),Jaylin Noel,40470380,WR/FLEX,3500,SF@HOU 10/26/2025 01:00PM ET,HOU,4.27
WR,Ray-Ray McCloud III (40470382),Ray-Ray McCloud III,40470382,WR/FLEX,3400,MIA@ATL 10/26/2025 01:00PM ET,ATL,3.1
WR,Allen Lazard (40470386),Allen Lazard,40470386,WR/FLEX,3400,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,3.2
TE,David Njoku (40470682),David Njoku,40470682,TE/FLEX,3400,CLE@NE 10/26/2025 01:00PM ET,CLE,8.55
TE,Cade Otton (40470684),Cade Otton,40470684,TE/FLEX,3400,TB@NO 10/26/2025 04:05PM ET,TB,6.44
DST,Buccaneers  (40470873),Buccaneers ,40470873,DST,3400,TB@NO 10/26/2025 04:05PM ET,TB,6
WR,Chimere Dike (40470384),Chimere Dike,40470384,WR/FLEX,3400,TEN@IND 10/26/2025 04:25PM ET,TEN,4.31
WR,Casey Washington (40470388),Casey Washington,40470388,WR/FLEX,3300,MIA@ATL 10/26/2025 01:00PM ET,ATL,2.98
WR,Olamide Zaccheaus (40470390),Olamide Zaccheaus,40470390,WR/FLEX,3300,CHI@BAL 10/26/2025 01:00PM ET,CHI,5.95
DST,Bills  (40470874),Bills ,40470874,DST,3300,BUF@CAR 10/26/2025 01:00PM ET,BUF,4.67
TE,Dalton Schultz (40470686),Dalton Schultz,40470686,TE/FLEX,3300,SF@HOU 10/26/2025 01:00PM ET,HOU,9.73
WR,Mack Hollins (40470396),Mack Hollins,40470396,WR/FLEX,3300,CLE@NE 10/26/2025 01:00PM ET,NE,5.04
WR,Ryan Miller (40470398),Ryan Miller,40470398,WR/FLEX,3300,TB@NO 10/26/2025 04:05PM ET,TB,1.63
TE,Juwan Johnson (40470688),Juwan Johnson,40470688,TE/FLEX,3300,TB@NO 10/26/2025 04:05PM ET,NO,9.64
WR,KaVontae Turpin (40470392),KaVontae Turpin,40470392,WR/FLEX,3300,DAL@DEN 10/26/2025 04:25PM ET,DAL,7.58
WR,Van Jefferson (40470394),Van Jefferson,40470394,WR/FLEX,3300,TEN@IND 10/26/2025 04:25PM ET,TEN,3.71
WR,Elijah Moore (40470400),Elijah Moore,40470400,WR/FLEX,3200,BUF@CAR 10/26/2025 01:00PM ET,BUF,3.78
WR,Arian Smith (40470410),Arian Smith,40470410,WR/FLEX,3200,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0.91
TE,Noah Fant (40470690),Noah Fant,40470690,TE/FLEX,3200,NYJ@CIN 10/26/2025 01:00PM ET,CIN,7.68
WR,Isaiah Bond (40470402),Isaiah Bond,40470402,WR/FLEX,3200,CLE@NE 10/26/2025 01:00PM ET,CLE,3.46
WR,Jalin Hyatt (40470408),Jalin Hyatt,40470408,WR/FLEX,3200,NYG@PHI 10/26/2025 01:00PM ET,NYG,0.94
DST,Eagles  (40470875),Eagles ,40470875,DST,3200,NYG@PHI 10/26/2025 01:00PM ET,PHI,7.14
WR,Brandin Cooks (40470406),Brandin Cooks,40470406,WR/FLEX,3200,TB@NO 10/26/2025 04:05PM ET,NO,3.81
WR,Tyler Lockett (40470404),Tyler Lockett,40470404,WR/FLEX,3200,TEN@IND 10/26/2025 04:25PM ET,TEN,3.29
TE,Chig Okonkwo (40470692),Chig Okonkwo,40470692,TE/FLEX,3200,TEN@IND 10/26/2025 04:25PM ET,TEN,6.4
TE,Cole Kmet (40470694),Cole Kmet,40470694,TE/FLEX,3100,CHI@BAL 10/26/2025 01:00PM ET,CHI,4.7
WR,Hunter Renfrow (40470422),Hunter Renfrow,40470422,WR/FLEX,3100,BUF@CAR 10/26/2025 01:00PM ET,CAR,5.98
WR,Tyler Johnson (40470418),Tyler Johnson,40470418,WR/FLEX,3100,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,3.22
WR,Demarcus Robinson (40470420),Demarcus Robinson,40470420,WR/FLEX,3100,SF@HOU 10/26/2025 01:00PM ET,SF,4.08
WR,Jamari Thrash (40470412),Jamari Thrash,40470412,WR/FLEX,3100,CLE@NE 10/26/2025 01:00PM ET,CLE,2.23
WR,Jalen Tolbert (40470414),Jalen Tolbert,40470414,WR/FLEX,3100,DAL@DEN 10/26/2025 04:25PM ET,DAL,3.79
DST,Broncos  (40470876),Broncos ,40470876,DST,3100,DAL@DEN 10/26/2025 04:25PM ET,DEN,8.29
WR,Adonai Mitchell (40470416),Adonai Mitchell,40470416,WR/FLEX,3100,TEN@IND 10/26/2025 04:25PM ET,IND,3.58
TE,Gunnar Helm (40470696),Gunnar Helm,40470696,TE/FLEX,3100,TEN@IND 10/26/2025 04:25PM ET,TEN,4.56
WR,David Sills V (40470424),David Sills V,40470424,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0.32
WR,KhaDarel Hodge (40470426),KhaDarel Hodge,40470426,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Jamal Agnew (40470428),Jamal Agnew,40470428,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Chris Blair (40470430),Chris Blair,40470430,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Deven Thompkins (40470432),Deven Thompkins,40470432,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Dylan Drummond (40470434),Dylan Drummond,40470434,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Nick Nash (40470436),Nick Nash,40470436,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,ATL,0
WR,Nick Westbrook-Ikhine (40470528),Nick Westbrook-Ikhine,40470528,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,1.6
WR,Dee Eskridge (40470530),Dee Eskridge,40470530,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,1.31
WR,Cedrick Wilson Jr. (40470532),Cedrick Wilson Jr.,40470532,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
WR,Tahj Washington (40470534),Tahj Washington,40470534,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
WR,Tyreek Hill (40470536),Tyreek Hill,40470536,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,14.12
WR,A.J. Henning (40470538),A.J. Henning,40470538,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
WR,Theo Wease Jr. (40470540),Theo Wease Jr.,40470540,WR/FLEX,3000,MIA@ATL 10/26/2025 01:00PM ET,MIA,0
WR,Devin Duvernay (40470456),Devin Duvernay,40470456,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
WR,Jahdae Walker (40470458),Jahdae Walker,40470458,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
WR,Miles Boykin (40470460),Miles Boykin,40470460,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
WR,Maurice Alexander (40470462),Maurice Alexander,40470462,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
WR,JP Richardson (40470464),JP Richardson,40470464,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,0
WR,Tylan Wallace (40470644),Tylan Wallace,40470644,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,2.15
WR,Devontez Walker (40470646),Devontez Walker,40470646,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,4.2
WR,LaJohntay Wester (40470648),LaJohntay Wester,40470648,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
WR,Dayton Wade (40470650),Dayton Wade,40470650,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
WR,Cornelius Johnson (40470652),Cornelius Johnson,40470652,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
WR,Keith Kirkwood (40470654),Keith Kirkwood,40470654,WR/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,BAL,0
TE,Colston Loveland (40470698),Colston Loveland,40470698,TE/FLEX,3000,CHI@BAL 10/26/2025 01:00PM ET,CHI,3.16
WR,Tyrell Shavers (40470438),Tyrell Shavers,40470438,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,BUF,1.68
WR,Stephen Gosnell (40470440),Stephen Gosnell,40470440,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0
WR,Kristian Wilkerson (40470442),Kristian Wilkerson,40470442,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,BUF,0
WR,Brycen Tremayne (40470632),Brycen Tremayne,40470632,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,2.83
WR,Jimmy Horn Jr. (40470634),Jimmy Horn Jr.,40470634,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,3.58
WR,David Moore (40470636),David Moore,40470636,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0.68
WR,Ainias Smith (40470638),Ainias Smith,40470638,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
WR,Ja'seem Reed (40470640),Ja'seem Reed,40470640,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
WR,Dan Chisena (40470642),Dan Chisena,40470642,WR/FLEX,3000,BUF@CAR 10/26/2025 01:00PM ET,CAR,0
WR,Mitch Tinsley (40470466),Mitch Tinsley,40470466,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,1.46
WR,Charlie Jones (40470468),Charlie Jones,40470468,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
WR,Jermaine Burton (40470470),Jermaine Burton,40470470,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
WR,Kendric Pryor (40470472),Kendric Pryor,40470472,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
WR,Jordan Moore (40470474),Jordan Moore,40470474,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,CIN,0
WR,Isaiah Williams (40470584),Isaiah Williams,40470584,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,-0.2
WR,Irvin Charles (40470586),Irvin Charles,40470586,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
WR,Quentin Skinner (40470588),Quentin Skinner,40470588,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
WR,Brandon Smith (40470590),Brandon Smith,40470590,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
WR,Trenton Irwin (40470592),Trenton Irwin,40470592,WR/FLEX,3000,NYJ@CIN 10/26/2025 01:00PM ET,NYJ,0
